,feature,original_feature,importance
106,parent_text_levadas,parent_text,0.0
107,parent_text_mandam,parent_text,0.0
108,parent_text_mantêm,parent_text,0.0
109,parent_text_multados,parent_text,0.0
110,parent_text_nascendo,parent_text,0.0
111,parent_text_negociado,parent_text,0.0
112,parent_text_oferecer,parent_text,0.0
113,parent_text_oferecerá,parent_text,0.0
114,parent_text_oferecidas,parent_text,0.0005616003
115,parent_text_paga,parent_text,0.0
116,parent_text_pagando,parent_text,0.0
117,parent_text_passando,parent_text,0.0
118,parent_text_permanece,parent_text,0.0
119,parent_text_permanecer,parent_text,0.0
120,parent_text_permaneceu,parent_text,0.0
121,parent_text_preparar,parent_text,0.0
122,parent_text_projetado,parent_text,0.0
123,parent_text_prolongaram,parent_text,0.0
124,parent_text_pulou,parent_text,0.0
125,parent_text_puniu,parent_text,0.0
126,parent_text_recebidas,parent_text,0.0
127,parent_text_reduzir,parent_text,0.0
128,parent_text_registrados,parent_text,0.0
129,parent_text_registram,parent_text,0.0
130,parent_text_registraram,parent_text,0.0
131,parent_text_registrou,parent_text,0.0
132,parent_text_retornar,parent_text,0.0
133,parent_text_retornavam,parent_text,0.0
134,parent_text_revelaram-,parent_text,0.0
135,parent_text_sai,parent_text,0.0016739421
136,parent_text_ser,parent_text,0.0
137,parent_text_subir,parent_text,0.0
138,parent_text_são,parent_text,0.0
139,parent_text_tem,parent_text,0.0
140,parent_text_trabalho,parent_text,0.0
141,parent_text_trará,parent_text,0.0
142,parent_text_trocados,parent_text,0.0
143,parent_text_trocando-,parent_text,0.0
144,parent_text_vai,parent_text,0.00018296448
145,parent_text_vale,parent_text,0.0
146,parent_text_vamos,parent_text,0.0
147,parent_text_variam,parent_text,0.00081274717
148,parent_text_variando,parent_text,0.0
149,parent_text_veio,parent_text,0.0080725625
150,parent_text_vem,parent_text,0.0
151,parent_text_vendia,parent_text,0.0
152,parent_text_vendida,parent_text,0.0
153,parent_text_vendido,parent_text,0.0
154,parent_text_venho,parent_text,0.0
155,parent_text_viemos,parent_text,0.0
156,parent_text_vindo,parent_text,0.0
157,parent_text_vinha,parent_text,0.0
158,parent_text_vir,parent_text,0.0
159,parent_text_voam,parent_text,0.0
160,parent_text_voar,parent_text,0.0
161,parent_text_voltam,parent_text,0.0
162,parent_text_voltar,parent_text,0.0
163,parent_text_voltava,parent_text,0.0
164,parent_text_voltei,parent_text,0.0
165,parent_text_volto,parent_text,0.0
166,parent_text_voltou,parent_text,0.0
167,parent_text_vão,parent_text,0.0
168,parent_text_vêm,parent_text,0.0
169,parent_text_É,parent_text,0.0
170,parent_text_é,parent_text,0.0
171,parent_pos_ADP,parent_pos,0.0023136435
172,parent_pos_AUX,parent_pos,0.002184888
173,parent_pos_VERB,parent_pos,0.0008858317
174,parent_tag_ADP,parent_tag,0.0
175,parent_tag_AUX,parent_tag,0.0
176,parent_tag_VERB,parent_tag,0.00193482
177,child_text_%,child_text,0.0
178,child_text_93,child_text,0.0
179,child_text_Ele,child_text,0.0
180,child_text_Eles,child_text,0.0
181,child_text_Entre,child_text,0.0
182,child_text_Eu,child_text,0.0
183,child_text_FHC,child_text,0.0
184,child_text_Para,child_text,0.0
185,child_text_Quem,child_text,0.0
186,child_text_Sobre,child_text,0.0
187,child_text_US$,child_text,0.0020287298
188,child_text_a,child_text,0.0031005994
189,child_text_além_de,child_text,0.0
190,child_text_aqui,child_text,0.0083450405
191,child_text_atender,child_text,0.0
192,child_text_até,child_text,0.0
193,child_text_bem,child_text,0.0
194,child_text_boceja,child_text,0.0
195,child_text_brejeira,child_text,0.0
196,child_text_calor,child_text,0.0
197,child_text_caos,child_text,0.0
198,child_text_caro,child_text,0.0
199,child_text_casa,child_text,0.0
200,child_text_casos,child_text,0.0
201,child_text_com,child_text,0.0
202,child_text_como,child_text,0.0
203,child_text_concentrada,child_text,0.0
204,child_text_continua,child_text,0.0040068654
205,child_text_contra,child_text,0.0
206,child_text_de,child_text,0.0
207,child_text_de_fora_de,child_text,0.0
208,child_text_delas,child_text,0.0
209,child_text_dele,child_text,0.0
210,child_text_despesas,child_text,0.0
211,child_text_direção,child_text,0.0
212,child_text_disposto,child_text,0.0
213,child_text_ela,child_text,0.0
214,child_text_ele,child_text,0.0
215,child_text_em,child_text,0.046608306
216,child_text_em_direção_a,child_text,0.0
217,child_text_em_vigor,child_text,0.0
218,child_text_entre,child_text,0.0
219,child_text_especialmente,child_text,0.0
220,child_text_eu,child_text,0.0
221,child_text_execução,child_text,0.0
222,child_text_explícito,child_text,0.0
223,child_text_filmes,child_text,0.0
224,child_text_front,child_text,0.0
225,child_text_geógrafo,child_text,0.0
226,child_text_governo,child_text,0.0
227,child_text_homens,child_text,0.0
228,child_text_impossível,child_text,0.0
229,child_text_junto,child_text,0.0
230,child_text_laboratório,child_text,0.0
231,child_text_lhe,child_text,0.0
232,child_text_longe,child_text,0.0
233,child_text_lá,child_text,0.0
234,child_text_mais,child_text,0.0
235,child_text_mesa,child_text,0.0
236,child_text_montanha,child_text,0.0
237,child_text_morrer,child_text,0.0
238,child_text_mortes,child_text,0.0
239,child_text_nada,child_text,0.0
240,child_text_onde,child_text,0.0
241,child_text_outra,child_text,0.0
242,child_text_para,child_text,0.00096450624
243,child_text_paz,child_text,0.0
244,child_text_pena,child_text,0.0
245,child_text_por,child_text,0.001707873
246,child_text_positivas,child_text,0.0
247,child_text_presentes,child_text,0.0
248,child_text_presidente,child_text,0.0
249,child_text_principezinho,child_text,0.003230512
250,child_text_quanto,child_text,0.0
251,child_text_quartel,child_text,0.0
252,child_text_que,child_text,0.0
253,child_text_quem,child_text,0.0
254,child_text_raposa,child_text,0.0
255,child_text_rei,child_text,0.0
256,child_text_rotina,child_text,0.0
257,child_text_se,child_text,0.0020144996
258,child_text_sobre,child_text,0.0015190196
259,child_text_sozinho,child_text,0.0
260,child_text_submetralhadoras,child_text,0.0
261,child_text_técnico,child_text,0.0
262,child_text_universidade,child_text,0.0
263,child_text_vezes,child_text,0.0
264,child_text_vindo,child_text,0.0
265,child_text_você,child_text,0.0
266,child_text_é,child_text,0.0
267,child_pos_ADJ,child_pos,0.0007733018
268,child_pos_ADP,child_pos,0.03384327
269,child_pos_ADV,child_pos,0.002385078
270,child_pos_AUX,child_pos,0.0
271,child_pos_NOUN,child_pos,0.002689629
272,child_pos_PRON,child_pos,0.0011754294
273,child_pos_PROPN,child_pos,0.001215407
274,child_pos_SCONJ,child_pos,0.0017433504
275,child_pos_SYM,child_pos,0.0047576833
276,child_pos_VERB,child_pos,0.0046628797
277,child_tag_ADJ,child_tag,0.0
278,child_tag_ADP,child_tag,0.025983375
279,child_tag_ADV,child_tag,0.0
280,child_tag_AUX,child_tag,0.017549148
281,child_tag_NOUN,child_tag,0.0022052135
282,child_tag_PRON,child_tag,0.001974514
283,child_tag_PROPN,child_tag,0.0012380872
284,child_tag_SCONJ,child_tag,0.0005245069
285,child_tag_SYM,child_tag,0.0
286,child_tag_VERB,child_tag,0.01703088
287,child_ner_LOC,child_ner,0.0015007342
288,child_ner_MISC,child_ner,0.00020550592
289,child_ner_ORG,child_ner,0.0
290,child_ner_PER,child_ner,0.00018532827
291,child_ner_nsa,child_ner,0.00068712956
292,emb_1_lemma_child,emb_lemma_child,0.00040847418
293,emb_2_lemma_child,emb_lemma_child,0.0012088284
294,emb_3_lemma_child,emb_lemma_child,0.00039605057
295,emb_4_lemma_child,emb_lemma_child,0.0003470724
296,emb_5_lemma_child,emb_lemma_child,0.0004013721
297,emb_6_lemma_child,emb_lemma_child,0.00068913907
298,emb_7_lemma_child,emb_lemma_child,0.0005618908
299,emb_8_lemma_child,emb_lemma_child,0.0021507367
300,emb_9_lemma_child,emb_lemma_child,0.0009592701
301,emb_10_lemma_child,emb_lemma_child,0.0028869451
302,emb_11_lemma_child,emb_lemma_child,0.0007394592
303,emb_12_lemma_child,emb_lemma_child,0.00065499544
304,emb_13_lemma_child,emb_lemma_child,0.001688764
305,emb_14_lemma_child,emb_lemma_child,0.0010963363
306,emb_15_lemma_child,emb_lemma_child,0.0017097528
307,emb_16_lemma_child,emb_lemma_child,0.00083552534
308,emb_17_lemma_child,emb_lemma_child,0.00055288745
309,emb_18_lemma_child,emb_lemma_child,0.002131947
310,emb_19_lemma_child,emb_lemma_child,0.0006910115
311,emb_20_lemma_child,emb_lemma_child,0.0005460038
312,emb_21_lemma_child,emb_lemma_child,0.00084532006
313,emb_22_lemma_child,emb_lemma_child,0.00050149934
314,emb_23_lemma_child,emb_lemma_child,0.0004659519
315,emb_24_lemma_child,emb_lemma_child,0.0026658743
316,emb_25_lemma_child,emb_lemma_child,0.00081839826
317,emb_26_lemma_child,emb_lemma_child,0.0004998297
318,emb_27_lemma_child,emb_lemma_child,0.0007571378
319,emb_28_lemma_child,emb_lemma_child,0.00053811265
320,emb_29_lemma_child,emb_lemma_child,0.00048300554
321,emb_30_lemma_child,emb_lemma_child,0.00041112397
322,emb_31_lemma_child,emb_lemma_child,0.00060253555
323,emb_32_lemma_child,emb_lemma_child,0.0012231015
324,emb_33_lemma_child,emb_lemma_child,0.00055419747
325,emb_34_lemma_child,emb_lemma_child,0.00089212746
326,emb_35_lemma_child,emb_lemma_child,0.00079680455
327,emb_36_lemma_child,emb_lemma_child,0.00043120192
328,emb_37_lemma_child,emb_lemma_child,0.002357404
329,emb_38_lemma_child,emb_lemma_child,0.00073883246
330,emb_39_lemma_child,emb_lemma_child,0.00057535444
331,emb_40_lemma_child,emb_lemma_child,0.00080412225
332,emb_41_lemma_child,emb_lemma_child,0.00026207368
333,emb_42_lemma_child,emb_lemma_child,0.0004321895
334,emb_43_lemma_child,emb_lemma_child,0.0003610299
335,emb_44_lemma_child,emb_lemma_child,0.00071530166
336,emb_45_lemma_child,emb_lemma_child,0.0003748045
337,emb_46_lemma_child,emb_lemma_child,0.0009920916
338,emb_47_lemma_child,emb_lemma_child,0.00039414567
339,emb_48_lemma_child,emb_lemma_child,0.0058318507
340,emb_49_lemma_child,emb_lemma_child,0.00029010212
341,emb_50_lemma_child,emb_lemma_child,0.0007433375
342,emb_51_lemma_child,emb_lemma_child,0.000579544
343,emb_52_lemma_child,emb_lemma_child,0.0021359213
344,emb_53_lemma_child,emb_lemma_child,0.00058965856
345,emb_54_lemma_child,emb_lemma_child,0.0005134722
346,emb_55_lemma_child,emb_lemma_child,0.0019342285
347,emb_56_lemma_child,emb_lemma_child,0.0003246227
348,emb_57_lemma_child,emb_lemma_child,0.0007934145
349,emb_58_lemma_child,emb_lemma_child,0.0008747377
350,emb_59_lemma_child,emb_lemma_child,0.0010476223
351,emb_60_lemma_child,emb_lemma_child,0.000835577
352,emb_61_lemma_child,emb_lemma_child,0.00074310694
353,emb_62_lemma_child,emb_lemma_child,0.00074551854
354,emb_63_lemma_child,emb_lemma_child,0.00075598416
355,emb_64_lemma_child,emb_lemma_child,0.00047987915
356,emb_65_lemma_child,emb_lemma_child,0.00071699393
357,emb_66_lemma_child,emb_lemma_child,0.0006384533
358,emb_67_lemma_child,emb_lemma_child,0.0005038166
359,emb_68_lemma_child,emb_lemma_child,0.0003544044
360,emb_69_lemma_child,emb_lemma_child,0.00040214873
361,emb_70_lemma_child,emb_lemma_child,0.0002650858
362,emb_71_lemma_child,emb_lemma_child,0.0004700824
363,emb_72_lemma_child,emb_lemma_child,0.0016937425
364,emb_73_lemma_child,emb_lemma_child,0.000251233
365,emb_74_lemma_child,emb_lemma_child,0.0006562451
366,emb_75_lemma_child,emb_lemma_child,0.0005045478
367,emb_76_lemma_child,emb_lemma_child,0.00046484015
368,emb_77_lemma_child,emb_lemma_child,0.0023220554
369,emb_78_lemma_child,emb_lemma_child,0.0005519607
370,emb_79_lemma_child,emb_lemma_child,0.000809035
371,emb_80_lemma_child,emb_lemma_child,0.0006121698
372,emb_81_lemma_child,emb_lemma_child,0.00023121515
373,emb_82_lemma_child,emb_lemma_child,0.00040959107
374,emb_83_lemma_child,emb_lemma_child,0.0005993528
375,emb_84_lemma_child,emb_lemma_child,0.00033252762
376,emb_85_lemma_child,emb_lemma_child,0.00038310955
377,emb_86_lemma_child,emb_lemma_child,0.00051655236
378,emb_87_lemma_child,emb_lemma_child,0.00031826383
379,emb_88_lemma_child,emb_lemma_child,0.00032799228
380,emb_89_lemma_child,emb_lemma_child,0.00038148378
381,emb_90_lemma_child,emb_lemma_child,0.0013192731
382,emb_91_lemma_child,emb_lemma_child,0.0004948501
383,emb_92_lemma_child,emb_lemma_child,0.00084435294
384,emb_93_lemma_child,emb_lemma_child,0.0005680201
385,emb_94_lemma_child,emb_lemma_child,0.0010885253
386,emb_95_lemma_child,emb_lemma_child,0.0025839645
387,emb_96_lemma_child,emb_lemma_child,0.0004691853
388,emb_97_lemma_child,emb_lemma_child,0.00040280994
389,emb_98_lemma_child,emb_lemma_child,0.0015684285
390,emb_99_lemma_child,emb_lemma_child,0.00030030907
391,emb_100_lemma_child,emb_lemma_child,0.0018770142
392,emb_101_lemma_child,emb_lemma_child,0.0011837108
393,emb_102_lemma_child,emb_lemma_child,0.0006248432
394,emb_103_lemma_child,emb_lemma_child,0.00046494463
395,emb_104_lemma_child,emb_lemma_child,0.0005176693
396,emb_105_lemma_child,emb_lemma_child,0.00040577687
397,emb_106_lemma_child,emb_lemma_child,0.0014408579
398,emb_107_lemma_child,emb_lemma_child,0.0003374673
399,emb_108_lemma_child,emb_lemma_child,0.0005401036
400,emb_109_lemma_child,emb_lemma_child,0.000551717
401,emb_110_lemma_child,emb_lemma_child,0.0003061492
402,emb_111_lemma_child,emb_lemma_child,0.0004638267
403,emb_112_lemma_child,emb_lemma_child,0.0015772887
404,emb_113_lemma_child,emb_lemma_child,0.00034213837
405,emb_114_lemma_child,emb_lemma_child,0.005335035
406,emb_115_lemma_child,emb_lemma_child,0.0007035562
407,emb_116_lemma_child,emb_lemma_child,0.0013157974
408,emb_117_lemma_child,emb_lemma_child,0.0018064108
409,emb_118_lemma_child,emb_lemma_child,0.00041975366
410,emb_119_lemma_child,emb_lemma_child,0.0023401226
411,emb_120_lemma_child,emb_lemma_child,0.0012672277
412,emb_121_lemma_child,emb_lemma_child,0.00072705204
413,emb_122_lemma_child,emb_lemma_child,0.00074132934
414,emb_123_lemma_child,emb_lemma_child,0.0005316091
415,emb_124_lemma_child,emb_lemma_child,0.0015758289
416,emb_125_lemma_child,emb_lemma_child,0.00051256735
417,emb_126_lemma_child,emb_lemma_child,0.00027136426
418,emb_127_lemma_child,emb_lemma_child,0.0012582385
419,emb_128_lemma_child,emb_lemma_child,0.0009420792
420,emb_129_lemma_child,emb_lemma_child,0.00082913315
421,emb_130_lemma_child,emb_lemma_child,0.00046355068
422,emb_131_lemma_child,emb_lemma_child,0.000471531
423,emb_132_lemma_child,emb_lemma_child,0.0005725195
424,emb_133_lemma_child,emb_lemma_child,0.0011632233
425,emb_134_lemma_child,emb_lemma_child,0.0004646909
426,emb_135_lemma_child,emb_lemma_child,0.0005228107
427,emb_136_lemma_child,emb_lemma_child,0.0006451235
428,emb_137_lemma_child,emb_lemma_child,0.0003991704
429,emb_138_lemma_child,emb_lemma_child,0.0009055267
430,emb_139_lemma_child,emb_lemma_child,0.00047447422
431,emb_140_lemma_child,emb_lemma_child,0.00070797815
432,emb_141_lemma_child,emb_lemma_child,0.0004323041
433,emb_142_lemma_child,emb_lemma_child,0.0005137064
434,emb_143_lemma_child,emb_lemma_child,0.00037015992
435,emb_144_lemma_child,emb_lemma_child,0.00039574195
436,emb_145_lemma_child,emb_lemma_child,0.0011150776
437,emb_146_lemma_child,emb_lemma_child,0.00035220146
438,emb_147_lemma_child,emb_lemma_child,0.00047782724
439,emb_148_lemma_child,emb_lemma_child,0.00043319032
440,emb_149_lemma_child,emb_lemma_child,0.00038067286
441,emb_150_lemma_child,emb_lemma_child,0.00052597467
442,emb_151_lemma_child,emb_lemma_child,0.0012359347
443,emb_152_lemma_child,emb_lemma_child,0.0028597969
444,emb_153_lemma_child,emb_lemma_child,0.00057940703
445,emb_154_lemma_child,emb_lemma_child,0.0004079796
446,emb_155_lemma_child,emb_lemma_child,0.00065521285
447,emb_156_lemma_child,emb_lemma_child,0.0013672984
448,emb_157_lemma_child,emb_lemma_child,0.00031906166
449,emb_158_lemma_child,emb_lemma_child,0.00042660115
450,emb_159_lemma_child,emb_lemma_child,0.00040270394
451,emb_160_lemma_child,emb_lemma_child,0.0012543001
452,emb_161_lemma_child,emb_lemma_child,0.0012405971
453,emb_162_lemma_child,emb_lemma_child,0.0012482895
454,emb_163_lemma_child,emb_lemma_child,0.0006460479
455,emb_164_lemma_child,emb_lemma_child,0.00047447285
456,emb_165_lemma_child,emb_lemma_child,0.0007443887
457,emb_166_lemma_child,emb_lemma_child,0.0005278803
458,emb_167_lemma_child,emb_lemma_child,0.0004112701
459,emb_168_lemma_child,emb_lemma_child,0.00037605772
460,emb_169_lemma_child,emb_lemma_child,0.0014873303
461,emb_170_lemma_child,emb_lemma_child,0.0010643378
462,emb_171_lemma_child,emb_lemma_child,0.00069533417
463,emb_172_lemma_child,emb_lemma_child,0.0008114708
464,emb_173_lemma_child,emb_lemma_child,0.00088930066
465,emb_174_lemma_child,emb_lemma_child,0.0031824773
466,emb_175_lemma_child,emb_lemma_child,0.00054177095
467,emb_176_lemma_child,emb_lemma_child,0.00043335493
468,emb_177_lemma_child,emb_lemma_child,0.00039229833
469,emb_178_lemma_child,emb_lemma_child,0.0006857624
470,emb_179_lemma_child,emb_lemma_child,0.00058929226
471,emb_180_lemma_child,emb_lemma_child,0.0015702682
472,emb_181_lemma_child,emb_lemma_child,0.0010340146
473,emb_182_lemma_child,emb_lemma_child,0.00075894693
474,emb_183_lemma_child,emb_lemma_child,0.001445607
475,emb_184_lemma_child,emb_lemma_child,0.0005138125
476,emb_185_lemma_child,emb_lemma_child,0.0008728566
477,emb_186_lemma_child,emb_lemma_child,0.00043771896
478,emb_187_lemma_child,emb_lemma_child,0.00072255597
479,emb_188_lemma_child,emb_lemma_child,0.00034091555
480,emb_189_lemma_child,emb_lemma_child,0.0015094817
481,emb_190_lemma_child,emb_lemma_child,0.0007797709
482,emb_191_lemma_child,emb_lemma_child,0.0016780868
483,emb_192_lemma_child,emb_lemma_child,0.000411122
484,emb_193_lemma_child,emb_lemma_child,0.003186381
485,emb_194_lemma_child,emb_lemma_child,0.0008720925
486,emb_195_lemma_child,emb_lemma_child,0.0005696799
487,emb_196_lemma_child,emb_lemma_child,0.001491802
488,emb_197_lemma_child,emb_lemma_child,0.00067170855
489,emb_198_lemma_child,emb_lemma_child,0.0005883899
490,emb_199_lemma_child,emb_lemma_child,0.00040934177
491,emb_200_lemma_child,emb_lemma_child,0.0007792363
492,emb_201_lemma_child,emb_lemma_child,0.0008351106
493,emb_202_lemma_child,emb_lemma_child,0.00035528565
494,emb_203_lemma_child,emb_lemma_child,0.0008758855
495,emb_204_lemma_child,emb_lemma_child,0.0005279476
496,emb_205_lemma_child,emb_lemma_child,0.0004791907
497,emb_206_lemma_child,emb_lemma_child,0.0006050791
498,emb_207_lemma_child,emb_lemma_child,0.0053435494
499,emb_208_lemma_child,emb_lemma_child,0.0005848832
500,emb_209_lemma_child,emb_lemma_child,0.0006709727
501,emb_210_lemma_child,emb_lemma_child,0.0003617645
502,emb_211_lemma_child,emb_lemma_child,0.0013140731
503,emb_212_lemma_child,emb_lemma_child,0.00036155854
504,emb_213_lemma_child,emb_lemma_child,0.0005839884
505,emb_214_lemma_child,emb_lemma_child,0.00040333337
506,emb_215_lemma_child,emb_lemma_child,0.00034461584
507,emb_216_lemma_child,emb_lemma_child,0.0052568596
508,emb_217_lemma_child,emb_lemma_child,0.00048058183
509,emb_218_lemma_child,emb_lemma_child,0.0002790297
510,emb_219_lemma_child,emb_lemma_child,0.0060164556
511,emb_220_lemma_child,emb_lemma_child,0.00049693056
512,emb_221_lemma_child,emb_lemma_child,0.00087263354
513,emb_222_lemma_child,emb_lemma_child,0.0011919459
514,emb_223_lemma_child,emb_lemma_child,0.00070044375
515,emb_224_lemma_child,emb_lemma_child,0.00073270226
516,emb_225_lemma_child,emb_lemma_child,0.0008140298
517,emb_226_lemma_child,emb_lemma_child,0.0011637345
518,emb_227_lemma_child,emb_lemma_child,0.0013200808
519,emb_228_lemma_child,emb_lemma_child,0.0004160801
520,emb_229_lemma_child,emb_lemma_child,0.00078847905
521,emb_230_lemma_child,emb_lemma_child,0.00045425855
522,emb_231_lemma_child,emb_lemma_child,0.0005945589
523,emb_232_lemma_child,emb_lemma_child,0.0009340955
524,emb_233_lemma_child,emb_lemma_child,0.00064284453
525,emb_234_lemma_child,emb_lemma_child,0.0009509872
526,emb_235_lemma_child,emb_lemma_child,0.0
527,emb_236_lemma_child,emb_lemma_child,0.0006094201
528,emb_237_lemma_child,emb_lemma_child,0.00031528535
529,emb_238_lemma_child,emb_lemma_child,0.000416313
530,emb_239_lemma_child,emb_lemma_child,0.0017514434
531,emb_240_lemma_child,emb_lemma_child,0.0005491435
532,emb_241_lemma_child,emb_lemma_child,0.0017944953
533,emb_242_lemma_child,emb_lemma_child,0.00024433108
534,emb_243_lemma_child,emb_lemma_child,0.0015998366
535,emb_244_lemma_child,emb_lemma_child,0.00061449717
536,emb_245_lemma_child,emb_lemma_child,0.0003264899
537,emb_246_lemma_child,emb_lemma_child,0.0006598554
538,emb_247_lemma_child,emb_lemma_child,0.00035520142
539,emb_248_lemma_child,emb_lemma_child,0.00042175627
540,emb_249_lemma_child,emb_lemma_child,0.00032530754
541,emb_250_lemma_child,emb_lemma_child,0.0008266829
542,emb_251_lemma_child,emb_lemma_child,0.0020152829
543,emb_252_lemma_child,emb_lemma_child,0.00034488417
544,emb_253_lemma_child,emb_lemma_child,0.00092795456
545,emb_254_lemma_child,emb_lemma_child,0.00042398402
546,emb_255_lemma_child,emb_lemma_child,0.0006646903
547,emb_256_lemma_child,emb_lemma_child,0.00054907275
548,emb_257_lemma_child,emb_lemma_child,0.002979825
549,emb_258_lemma_child,emb_lemma_child,0.00054370175
550,emb_259_lemma_child,emb_lemma_child,0.002480763
551,emb_260_lemma_child,emb_lemma_child,0.0011084265
552,emb_261_lemma_child,emb_lemma_child,0.0006480723
553,emb_262_lemma_child,emb_lemma_child,0.0006520397
554,emb_263_lemma_child,emb_lemma_child,0.00042896994
555,emb_264_lemma_child,emb_lemma_child,0.0004105678
556,emb_265_lemma_child,emb_lemma_child,0.01272013
557,emb_266_lemma_child,emb_lemma_child,0.000579169
558,emb_267_lemma_child,emb_lemma_child,0.0012770202
559,emb_268_lemma_child,emb_lemma_child,0.00036940156
560,emb_269_lemma_child,emb_lemma_child,0.0011109808
561,emb_270_lemma_child,emb_lemma_child,0.0004487116
562,emb_271_lemma_child,emb_lemma_child,0.00030404073
563,emb_272_lemma_child,emb_lemma_child,0.00039315742
564,emb_273_lemma_child,emb_lemma_child,0.0014181298
565,emb_274_lemma_child,emb_lemma_child,0.0011794679
566,emb_275_lemma_child,emb_lemma_child,0.00038410904
567,emb_276_lemma_child,emb_lemma_child,0.0005510565
568,emb_277_lemma_child,emb_lemma_child,0.00042764467
569,emb_278_lemma_child,emb_lemma_child,0.0005592886
570,emb_279_lemma_child,emb_lemma_child,0.00044007518
571,emb_280_lemma_child,emb_lemma_child,0.0009547072
572,emb_281_lemma_child,emb_lemma_child,0.0004559472
573,emb_282_lemma_child,emb_lemma_child,0.0008607719
574,emb_283_lemma_child,emb_lemma_child,0.00031731804
575,emb_284_lemma_child,emb_lemma_child,0.0004255481
